2.925614500000000007e+01 9.999949999999999672e-01 1.001066320000000047e+02 4.169168000000000006e-03 8.625017699999999365e+01 8.253876499999999794e+01 2.933326999999999785e-11 1.463069999999999926e-01 -1.331707999999999985e-29 -1.645594000000000098e-34
2.781537799999999905e+01 9.999829999999999552e-01 9.818882100000000435e+01 3.811108000000000117e-03 8.239830700000000263e+01 7.860835199999999645e+01 2.733772000000000158e-11 1.432630000000000015e-01 -3.645480999999999907e-29 -4.638879999999999877e-34
2.644321800000000167e+01 9.999519999999999520e-01 9.543129700000000071e+01 3.530173000000000165e-03 7.899083600000000160e+01 7.486509900000000073e+01 3.385522999999999932e-11 1.863154999999999950e-01 -9.258342999999999774e-29 -1.233293999999999943e-33
2.513639999999999830e+01 9.998749999999999583e-01 9.216350699999999563e+01 3.302488000000000125e-03 7.638174700000000428e+01 7.130010000000000048e+01 5.336716000000000098e-11 3.083873999999999782e-01 -2.225533999999999917e-28 -3.062523000000000138e-33
2.389181100000000058e+01 9.996990000000000043e-01 8.859368700000000274e+01 3.113500999999999855e-03 7.484092499999999859e+01 6.790486099999999681e+01 9.598179000000000031e-11 5.823369999999999935e-01 -5.022856000000000375e-28 -7.089032999999999516e-33
2.270648800000000023e+01 9.993229999999999613e-01 8.486015799999999842e+01 2.953719000000000049e-03 7.403261399999999526e+01 6.467129799999999307e+01 1.732322000000000090e-10 1.103277999999999981e+00 -1.069009999999999935e-27 -1.540546999999999933e-32
2.157760800000000145e+01 9.985730000000000439e-01 8.105780599999999936e+01 2.816629000000000181e-03 7.332313299999999856e+01 6.159171500000000066e+01 3.026744000000000069e-10 2.023174000000000028e+00 -2.151251999999999996e-27 -3.154878999999999954e-32
2.050248500000000007e+01 9.971619999999999928e-01 7.725302899999999795e+01 2.697590000000000144e-03 7.207166599999999335e+01 5.865878000000000014e+01 5.004057000000000063e-10 3.509994999999999976e+00 -4.084235000000000018e-27 -6.080752000000000423e-32
1.947855799999999959e+01 9.946540000000000381e-01 7.349276600000000315e+01 2.593185999999999929e-03 7.014357400000000098e+01 5.586550499999999886e+01 7.879026999999999700e-10 5.798553000000000068e+00 -7.380248000000000611e-27 -1.113563000000000050e-31
1.850338899999999853e+01 9.904169999999999918e-01 6.981025400000000047e+01 2.500838000000000019e-03 6.765018899999999746e+01 5.320524600000000248e+01 1.173894999999999905e-09 9.063299000000000660e+00 -1.272791999999999996e-26 -1.942890000000000075e-31
1.757465699999999842e+01 9.835859999999999603e-01 6.622881499999999733e+01 2.418561000000000061e-03 6.488744800000000623e+01 5.067166499999999729e+01 1.758250000000000003e-09 1.424013000000000062e+01 -2.102622999999999999e-26 -3.243499999999999825e-31
1.669015100000000018e+01 9.730339999999999545e-01 6.276450299999999771e+01 2.344793999999999871e-03 6.187693900000000014e+01 4.825873299999999944e+01 2.407319999999999913e-09 2.044990999999999914e+01 -3.338253999999999766e-26 -5.199902000000000037e-31
1.584776300000000049e+01 9.573639999999999928e-01 5.942792599999999936e+01 2.278292999999999811e-03 5.882593399999999662e+01 4.596069800000000072e+01 3.169427000000000164e-09 2.823751000000000033e+01 -5.113061999999999882e-26 -8.035872000000000181e-31
1.504548999999999914e+01 9.349129999999999940e-01 5.622564299999999804e+01 2.218054000000000119e-03 5.580302400000000063e+01 4.377209700000000225e+01 3.987856999999999788e-09 3.726024000000000314e+01 -7.612799999999999935e-26 -1.206180000000000043e-30
1.428142000000000067e+01 9.037920000000000398e-01 5.316108200000000039e+01 2.163252000000000057e-03 5.285639100000000212e+01 4.168771300000000224e+01 4.850449999999999933e-09 4.752474999999999739e+01 -1.101980999999999904e-25 -1.759590000000000037e-30
1.355373400000000039e+01 8.619379999999999820e-01 5.023535499999999843e+01 2.113207000000000193e-03 5.000883600000000229e+01 3.970258599999999660e+01 5.686687999999999709e-09 5.842569999999999908e+01 -1.557761000000000074e-25 -2.505284000000000004e-30
1.286069999999999958e+01 8.071850000000000414e-01 4.744777899999999704e+01 2.067352000000000165e-03 4.728943699999999950e+01 3.781198899999999696e+01 7.061018000000000276e-09 7.606932999999999367e+01 -2.162733999999999939e-25 -3.501138000000000024e-30
1.220066699999999926e+01 7.373539999999999539e-01 4.479633299999999707e+01 2.025206999999999789e-03 4.467347000000000179e+01 3.601142099999999857e+01 7.859793000000000757e-09 8.877996000000000265e+01 -2.955744000000000018e-25 -4.813651999999999865e-30
1.157206399999999924e+01 6.503400000000000292e-01 4.227799199999999757e+01 1.986367000000000167e-03 4.218068199999999734e+01 3.429659199999999686e+01 8.537111999999999915e-09 1.011013999999999982e+02 -4.016980999999999916e-25 -6.577659999999999950e-30
1.097339500000000001e+01 5.442029999999999923e-01 3.988900399999999991e+01 1.950485000000000066e-03 3.981001899999999694e+01 3.266342300000000165e+01 9.012843000000000616e-09 1.118997999999999990e+02 -5.447714000000000226e-25 -8.962767999999999558e-30
1.040323399999999943e+01 4.172449999999999770e-01 3.762506900000000343e+01 1.917262000000000089e-03 3.755985299999999683e+01 3.110802400000000034e+01 9.318206000000000609e-09 1.212844999999999942e+02 -7.387443000000000095e-25 -1.220724000000000021e-29
9.860224000000000544e+00 2.680770000000000097e-01 3.548153200000000140e+01 1.886440000000000079e-03 3.542663699999999949e+01 2.962668999999999997e+01 9.413192999999999963e-09 1.284396000000000129e+02 -1.011642999999999963e-24 -1.677931000000000022e-29
9.343071000000000126e+00 9.566600000000000104e-02 3.345349300000000170e+01 1.857792999999999944e-03 3.341166700000000134e+01 2.821589799999999926e+01 1.048280999999999929e-08 1.499439000000000135e+02 -1.391147999999999959e-24 -2.315000000000000053e-29
8.850543999999999301e+00 0.000000000000000000e+00 3.153592099999999832e+01 1.831125000000000070e-03 3.149990299999999976e+01 2.687228400000000050e+01 1.026784999999999986e-08 1.539533999999999878e+02 -1.917127000000000019e-24 -3.198974999999999993e-29
8.381470999999999449e+00 0.000000000000000000e+00 2.972372100000000117e+01 1.806263999999999917e-03 2.969240599999999830e+01 2.559265200000000107e+01 9.914516999999999668e-09 1.558214000000000112e+02 -2.229289999999999905e-24 -3.732904000000000236e-29
7.934733999999999732e+00 0.000000000000000000e+00 2.801179700000000139e+01 1.783056000000000094e-03 2.798418900000000065e+01 2.437395499999999871e+01 9.394005999999999872e-09 1.547528000000000077e+02 -2.387416000000000080e-24 -4.013108000000000248e-29
7.509272000000000169e+00 0.000000000000000000e+00 2.639509699999999981e+01 1.761367000000000011e-03 2.637063200000000052e+01 2.321329300000000018e+01 8.799739999999999228e-09 1.519411000000000058e+02 -2.521769000000000167e-24 -4.254264000000000205e-29
7.104068999999999967e+00 0.000000000000000000e+00 2.486864200000000125e+01 1.741076999999999946e-03 2.484677999999999898e+01 2.210790000000000077e+01 8.119647999999999546e-09 1.469432999999999936e+02 -2.630698999999999942e-24 -4.453060999999999990e-29
6.718161000000000271e+00 0.000000000000000000e+00 2.342755400000000066e+01 1.722077999999999933e-03 2.340795100000000062e+01 2.105514300000000105e+01 7.407996999999999932e-09 1.405106000000000108e+02 -2.713066999999999988e-24 -4.607076000000000263e-29
6.350629999999999775e+00 0.000000000000000000e+00 2.206704200000000071e+01 1.704276000000000011e-03 2.204946199999999834e+01 2.005251799999999918e+01 6.696834000000000368e-09 1.331257999999999981e+02 -2.769242999999999946e-24 -4.716493999999999760e-29
6.000600000000000378e+00 0.000000000000000000e+00 2.078243900000000011e+01 1.687583000000000095e-03 2.076674699999999874e+01 1.909763799999999989e+01 6.010030999999999675e-09 1.252115000000000009e+02 -2.799581000000000148e-24 -4.781523999999999920e-29
