2.925614500000000007e+01 9.999949999999999672e-01 2.650579549999999927e+02 3.947186999999999571e-03 9.953206799999999532e+01 8.253876499999999794e+01 6.294965000000000127e-12 3.281370000000000120e-02 -1.294691000000000067e-29 -1.659328999999999917e-34
2.781537799999999905e+01 9.999829999999999552e-01 2.362691829999999982e+02 3.772028000000000186e-03 9.340315300000000320e+01 7.860835199999999645e+01 1.070397999999999939e-11 5.842341000000000201e-02 -3.586780999999999798e-29 -4.660536999999999628e-34
2.644321800000000167e+01 9.999519999999999520e-01 2.113155199999999923e+02 3.612390000000000045e-03 8.939402699999999413e+01 7.486509900000000073e+01 2.168219999999999984e-11 1.239449999999999996e-01 -9.270124000000000255e-29 -1.232822000000000070e-33
2.513639999999999830e+01 9.998749999999999583e-01 1.895621969999999976e+02 3.466599999999999803e-03 8.803992399999999918e+01 7.130010000000000048e+01 4.433989999999999931e-11 2.654710000000000125e-01 -2.251760000000000181e-28 -3.052745999999999959e-33
2.389181100000000058e+01 9.996990000000000043e-01 1.705086530000000096e+02 3.333181000000000165e-03 9.001628499999999633e+01 6.790486099999999681e+01 8.923211000000000155e-11 5.595375999999999683e-01 -5.116778999999999850e-28 -7.054224000000000474e-33
2.270648800000000023e+01 9.993229999999999613e-01 1.537539260000000070e+02 3.210830999999999928e-03 9.425614099999999951e+01 6.467129799999999307e+01 1.681599000000000109e-10 1.104289000000000076e+00 -1.094046000000000084e-27 -1.531302000000000068e-32
2.157760800000000145e+01 9.985730000000000439e-01 1.389721169999999972e+02 3.098408999999999885e-03 9.860040100000000507e+01 6.159171500000000066e+01 2.988516999999999804e-10 2.055206000000000088e+00 -2.208643000000000041e-27 -3.133716000000000158e-32
2.050248500000000007e+01 9.971609999999999641e-01 1.258947380000000038e+02 2.994912000000000182e-03 1.004124670000000066e+02 5.865878000000000014e+01 4.975212000000000252e-10 3.582885000000000097e+00 -4.202388999999999872e-27 -6.037340999999999757e-32
1.947855799999999959e+01 9.946530000000000094e-01 1.142979080000000067e+02 2.899461999999999786e-03 9.899087699999999757e+01 5.586550499999999886e+01 7.857261000000000336e-10 5.925169000000000352e+00 -7.604877000000000640e-27 -1.105339000000000095e-31
1.850338899999999853e+01 9.904140000000000166e-01 1.039929450000000060e+02 2.811287999999999895e-03 9.492557700000000409e+01 5.320524600000000248e+01 1.172253999999999993e-09 9.256595000000000795e+00 -1.312734999999999858e-26 -1.928303000000000048e-31
1.757465699999999842e+01 9.835810000000000386e-01 9.481922699999999793e+01 2.729711000000000116e-03 8.966738900000000001e+01 5.067166499999999729e+01 1.757015000000000058e-09 1.452805000000000035e+01 -2.169906999999999925e-26 -3.219085999999999951e-31
1.669015100000000018e+01 9.730259999999999465e-01 8.663891700000000640e+01 2.654133999999999834e-03 8.352951899999999341e+01 4.825873299999999944e+01 2.406394000000000035e-09 2.083501000000000047e+01 -3.446604000000000079e-26 -5.160889000000000116e-31
1.584776300000000049e+01 9.573500000000000343e-01 7.933281800000000317e+01 2.584027999999999933e-03 7.740461200000000019e+01 4.596069800000000072e+01 3.168734000000000113e-09 2.872841999999999985e+01 -5.281127999999999680e-26 -7.976347000000000014e-31
1.504548999999999914e+01 9.348929999999999740e-01 7.279731599999999503e+01 2.518921999999999828e-03 7.155466699999999491e+01 4.377209700000000225e+01 3.987340999999999911e-09 3.785461000000000098e+01 -7.866384999999999681e-26 -1.197373999999999995e-30
1.428142000000000067e+01 9.037629999999999830e-01 6.694178300000000092e+01 2.458399999999999908e-03 6.611512999999999352e+01 4.168771300000000224e+01 4.850067999999999758e-09 4.821752000000000038e+01 -1.139229999999999934e-25 -1.746971999999999898e-30
1.355373400000000039e+01 8.618970000000000242e-01 6.168674800000000147e+01 2.402089000000000047e-03 6.111646999999999963e+01 3.970258599999999660e+01 5.686405999999999978e-09 5.920157999999999987e+01 -1.611090999999999914e-25 -2.487710000000000031e-30
1.286069999999999958e+01 8.071289999999999853e-01 5.696226899999999915e+01 2.349654000000000065e-03 5.658998799999999818e+01 3.781198899999999696e+01 7.060810999999999638e-09 7.698685000000000400e+01 -2.237394000000000169e-25 -3.477108000000000175e-30
1.220066699999999926e+01 7.372790000000000177e-01 5.270670400000000200e+01 2.300793000000000196e-03 5.243536199999999781e+01 3.601142099999999857e+01 7.859642000000000599e-09 8.975236999999999910e+01 -3.058092999999999909e-25 -4.781512000000000250e-30
