2.925614500000000007e+01 9.999949999999999672e-01 1.956854460000000131e+02 1.077787000000000016e-02 1.474982620000000111e+02 8.253876499999999794e+01 5.663852999999999963e-10 2.923265999999999920e+00 -1.801404999999999958e-29 -1.450502999999999923e-34
2.781537799999999905e+01 9.999829999999999552e-01 2.208114140000000134e+02 9.201857000000000786e-03 1.140638550000000038e+02 7.860835199999999645e+01 1.219944999999999968e-10 6.650158999999999931e-01 -4.806249000000000159e-29 -4.171874000000000321e-34
2.644321800000000167e+01 9.999519999999999520e-01 2.271955269999999985e+02 8.214100000000000221e-03 1.043411739999999952e+02 7.486509900000000073e+01 8.541828000000000305e-11 4.899590999999999807e-01 -1.197559000000000022e-28 -1.126707000000000079e-33
2.513639999999999830e+01 9.998749999999999583e-01 2.268584419999999966e+02 7.496542000000000136e-03 1.004279839999999950e+02 7.130010000000000048e+01 8.769543999999999614e-11 5.287205999999999850e-01 -2.843079000000000201e-28 -2.821655000000000086e-33
2.389181100000000058e+01 9.996979999999999755e-01 2.230777030000000138e+02 6.941193000000000016e-03 1.020867099999999965e+02 6.790486099999999681e+01 1.204250000000000003e-10 7.628066000000000013e-01 -6.370355999999999717e-28 -6.568579999999999801e-33
2.270648800000000023e+01 9.993210000000000148e-01 2.173180179999999950e+02 6.494482999999999680e-03 1.092975359999999938e+02 6.467129799999999307e+01 1.912516000000000047e-10 1.272462999999999900e+00 -1.349073000000000029e-27 -1.433371999999999878e-32
2.157760800000000145e+01 9.985680000000000112e-01 2.103716379999999901e+02 6.125415000000000373e-03 1.208778659999999974e+02 6.159171500000000066e+01 3.162440999999999998e-10 2.209697999999999940e+00 -2.704209999999999982e-27 -2.944194999999999920e-32
2.050248500000000007e+01 9.971529999999999561e-01 2.027160460000000057e+02 5.814350000000000247e-03 1.333452870000000132e+02 5.865878000000000014e+01 5.107734000000000345e-10 3.747520000000000184e+00 -5.119596999999999702e-27 -5.689025000000000018e-32
1.947855799999999959e+01 9.946369999999999933e-01 1.946597209999999905e+02 5.548054000000000180e-03 1.436942259999999862e+02 5.586550499999999886e+01 7.959078000000000172e-10 6.130973000000000006e+00 -9.231705999999999604e-27 -1.044026000000000020e-31
1.850338899999999853e+01 9.903889999999999638e-01 1.864114820000000066e+02 5.317203000000000380e-03 1.499746210000000133e+02 5.320524600000000248e+01 1.180125999999999901e-09 9.543385999999999925e+00 -1.588895000000000033e-26 -1.824569000000000078e-31
1.757465699999999842e+01 9.835390000000000521e-01 1.781171190000000024e+02 5.114991999999999629e-03 1.534063850000000002e+02 5.067166499999999729e+01 1.763130999999999999e-09 1.496706999999999965e+01 -2.620692999999999930e-26 -3.050736000000000106e-31
1.669015100000000018e+01 9.729609999999999648e-01 1.698804770000000133e+02 4.936316999999999962e-03 1.524268189999999947e+02 4.825873299999999944e+01 2.411163999999999802e-09 2.148424999999999940e+01 -4.155128999999999749e-26 -4.896938999999999668e-31
1.584776300000000049e+01 9.572530000000000205e-01 1.617761869999999931e+02 4.777258999999999846e-03 1.492676969999999983e+02 4.596069800000000072e+01 3.172467000000000187e-09 2.966916000000000153e+01 -6.355658000000000394e-26 -7.578333999999999811e-31
1.504548999999999914e+01 9.347499999999999698e-01 1.538580489999999941e+02 4.634753000000000137e-03 1.446418859999999995e+02 4.377209700000000225e+01 3.990271000000000024e-09 3.916559999999999775e+01 -9.446988000000000356e-26 -1.138913999999999936e-30
1.428142000000000067e+01 9.035590000000000011e-01 1.461643439999999998e+02 4.506361999999999868e-03 1.392147840000000087e+02 4.168771300000000224e+01 4.852372999999999990e-09 4.998398000000000252e+01 -1.365250000000000037e-25 -1.663578000000000121e-30
1.355373400000000039e+01 8.616129999999999622e-01 1.387218619999999873e+02 4.390119999999999960e-03 1.333282529999999895e+02 3.970258599999999660e+01 5.688223999999999650e-09 6.149085000000000178e+01 -1.926570000000000019e-25 -2.372058000000000152e-30
1.286069999999999958e+01 8.067440000000000166e-01 1.315485160000000064e+02 4.284419999999999722e-03 1.276073729999999955e+02 3.781198899999999696e+01 7.062248000000000281e-09 8.011730000000000018e+01 -2.669043999999999819e-25 -3.318922000000000154e-30
